id,jurisdiction,body,meeting_date,title,item_type,confidence,signal_type,description,location,acres,units,developer,zoning_from,zoning_to,status_enum,growth_score,notes,url,agenda_text,source,scraped_at,lat,lng,geocode_source,geocode_confidence
pmn_1087983,Draper,City Council,2026-06-10,"Notice of Ordinance Adoption: Ordinance #1722, amending the Compensation Schedule for Draper Citys Statutory Officers for Fiscal Year 2026-2027",nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1087983.html,"Posted on June 10, 2026, on the Utah Public Notice Website https://www.utah.gov/pmn/, the Draper City Website https://www.draperutah.gov/ and at City Hall, 1020 E. Pioneer Road, Draper, UT

Notice of Ordinance Adoption - Ordinance #1722

On June 9, 2026, the Draper City Council Adopted Ordinance #1722 amending the Compensation Schedule for Draper City's Statutory Officers for Fiscal Year 2026-2027. The complete ordinance is on file at the Draper City Recorder's Office and available online at https://www.draperutah.gov/

Published this 10th day of June, 2026.

Attest: Nicole Smedley, City Recorder",pmn,2026-06-29T12:38:02.017051Z,40.5251449,-111.8757746,haiku_pdf_address,0.55
pmn_1087987,Draper,City Council,2026-06-10,"Notice of Ordinance Adoption: Ordinance #1723, adopting Updated Water Rates for Culinary Water Customers serviced by Draper City",nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1087987.html,"Posted on June 10, 2026, on the Utah Public Notice Website https://www.utah.gov/pmn/, the Draper City Website https://www.draperutah.gov/ and at City Hall, 1020 E. Pioneer Road, Draper, UT

Notice of Ordinance Adoption - Ordinance #1723

On June 9, 2026, the Draper City Council Adopted Ordinance #1723 adopting Updated Water Rates for Culinary Water Customers serviced by Draper City. The complete ordinance is on file at the Draper City Recorder's Office and available online at https://www.draperutah.gov/

Published this 10th day of June, 2026.

Attest: Nicole Smedley, City Recorder",pmn,2026-06-29T12:38:02.017048Z,40.5251449,-111.8757746,haiku_pdf_address,0.55
pmn_1087993_item0,Draper,City Council,2026-06-10,Ordinance #1724 - Draper-Highland Boundary Adjustment #2 Land Use Map Amendment at 16377 South Suncrest Drive,nan,0.9,GENERAL_PLAN_AMENDMENT,City-initiated land use map amendment adding approximately 0.31 acres of property located at 16377 South Suncrest Drive to the Official Land Use Map of Draper City as part of the Draper-Highland Boundary Adjustment #2.,"16377 South Suncrest Drive, Draper, UT",0.31,,,,,APPROVED,15,"City-initiated boundary adjustment; ordinance adopted June 9, 2026 and published June 10, 2026. Small parcel addition suggests boundary line adjustment or territorial exchange with adjacent municipality (Highland).",https://www.utah.gov/pmn/sitemap/notice/1087993.html,,pmn,2026-06-29T12:38:02.017045Z,40.4812482,-111.8272673,nominatim,0.75
pmn_1087997_item0,Draper,City Council,2026-06-10,Ordinance #1725 - Zoning Map Amendment for Draper-Highland Boundary Adjustment #2,nan,0.9,REZONE,City-initiated zoning map amendment adding approximately 0.31 acres of property at 16377 South Suncrest Drive to the Official Zoning Map of Draper City as part of the Draper-Highland Boundary Adjustment #2.,"16377 South Suncrest Drive, Draper, UT",0.31,,,,,APPROVED,15,"City-initiated boundary adjustment; ordinance adopted June 9, 2026. Small parcel adjustment related to municipal boundary with Highland. Zoning designations not specified in notice.",https://www.utah.gov/pmn/sitemap/notice/1087997.html,,pmn,2026-06-29T12:38:02.017043Z,40.4812482,-111.8272673,nominatim,0.75
pmn_1074857,Draper,City Council,2026-06-16,City Council Agenda - Cancelled,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1074857.html,"CITY COUNCIL AGENDA

Tuesday, June 16, 2026, 5:30 PM
1020 E Pioneer Rd,
Draper, Utah 84020
Council Chambers


THE JUNE 16, 2026 CITY COUNCIL MEETING HAS BEEN CANCELLED


Nicole Smedley, CMC, City Recorder
Draper City, State of Utah

I, the City Recorder of Draper City, certify that copies of this agenda for the Draper City
Council meeting to be held June 16, 2026, were posted at Draper City Hall, Draper City
website www.draperutah.gov, and the Utah Public Notice website at www.utah.gov/pmn.",pmn,2026-06-29T12:38:02.017040Z,40.5251449,-111.8757746,haiku_pdf_address,0.70
pmn_1088425_item0,Draper,Planning Commission,2026-06-25,Adamo Zoning Map Amendment - 265 E 13275 S from RA1 to RA2,nan,0.9,REZONE,"Rezone request to change zoning designation from RA1 (Residential Agricultural with 40,000 sq ft minimum lot size) to RA2 (Residential Agricultural with 20,000 sq ft minimum lot size), effectively allowing smaller lot sizes on the subject property.","265 E 13275 S, Draper, UT",,,Adamo,RA1,RA2,PROPOSED,35,"Public hearing scheduled for June 25, 2026 at 6:30 PM before Planning Commission at Draper City Hall. This is a lot-size reduction in residential agricultural zone, enabling denser residential development on the property. Contact Nick Whittaker, MCMP at (801) 576-6522 for additional information.",https://www.utah.gov/pmn/sitemap/notice/1088425.html,,pmn,2026-06-29T12:38:02.015896Z,40.5104541,-111.8884607,nominatim,0.75
pmn_1088429_item0,Draper,Planning Commission,2026-06-25,City-Initiated Corner Lots Text Amendment to DCMC Titles 9 and 17,nan,0.9,,City-initiated text amendment to clarify the definition of corner lots and how the definition is applied to certain properties in Draper City Municipal Code Titles 9 and 17.,,,,,,,PROPOSED,15,"Public hearing scheduled for June 25, 2026 at 6:30 p.m. at Draper City Hall. This is a code clarification item initiated by the city, not a specific development proposal. Contact: Todd Taylor (801) 576-6510.",https://www.utah.gov/pmn/sitemap/notice/1088429.html,,pmn,2026-06-29T12:38:02.015898Z,,,,
pmn_1088431_item0,Draper,Planning Commission,2026-06-25,"Kuwahara Nursery Land Use Map Amendment, Zoning Map Amendment, and Development Agreement for 21 Single-Family Dwellings",nan,0.9,REZONE,"Request to amend the Land Use Map from Commercial Office/Service to Residential High-Density designation, rezone from CO1 (Professional Office) to RM2 (Multiple-Family Residential), and approve a Development Agreement to construct 21 detached single-family dwellings on the property.","762 W. 12300 S., Draper, UT",,21,Kuwahara Nursery,CO1,RM2,PROPOSED,72,"Public hearing scheduled for June 25, 2026 at 6:30 p.m. at Draper City Hall. Change from commercial office use to residential high-density with detached single-family dwelling configuration. Contact Todd Draper for additional information.",https://www.utah.gov/pmn/sitemap/notice/1088431.html,,pmn,2026-06-29T12:38:02.015901Z,40.5460966,-111.9082494,nominatim,0.75
pmn_1088527_item0,Draper,Planning Commission,2026-06-25,Rivian Draper Site Plan and Deviation Requests for new Automobile Dealership at 11601 S Lone Peak Pkwy,nan,0.9,COMMERCIAL_PROJECT,Site plan and deviation requests for construction of a new automobile dealership (Rivian) at the specified location. Public hearing before Planning Commission.,"11601 S Lone Peak Pkwy, Draper, UT",,,Rivian,,,PROPOSED,55,"Public hearing scheduled for June 25, 2026 at 6:30 p.m. at Draper City Hall. Deviation requests indicate non-standard site plan requirements. Contact Todd Draper for additional information.",https://www.utah.gov/pmn/sitemap/notice/1088527.html,,pmn,2026-06-29T12:38:02.015903Z,,,,
pmn_1088437_item0,Draper,Planning Commission,2026-06-25,Solid Construction Land Use Map and Zoning Map Amendment at 273 E. 13800 S.,nan,0.9,REZONE,"Request to change the Land Use Map designation from Commercial Office/Service to Regional Commercial and rezone the property from RA1 (Residential, Agricultural) to CR (Regional Commercial) zone.","273 E. 13800 S., Draper, UT",,,Solid Construction,RA1,CR,PROPOSED,72,"Commercial office/service property being upzoned to regional commercial designation. Public hearing scheduled for June 25, 2026 at 6:30 p.m. at Draper City Hall.",https://www.utah.gov/pmn/sitemap/notice/1088437.html,,pmn,2026-06-29T12:38:02.015893Z,40.5007131,-111.8826361,nominatim,0.75
pmn_1091015_item0,Draper,Planning Commission,2026-06-25,Rivian-Draper Site Plan and Deviation Requests at 11601 S. Lone Peak Parkway,nan,0.9,COMMERCIAL_PROJECT,"Site plan and deviation request for approximately 6.16 acres at Rivian-Draper location. Applicant is Wright Development Group and Smith Payne Lone Peak, LLC, represented by Logan Johnson.","11601 S. Lone Peak Parkway, Draper, UT",6.16,,"Wright Development Group and Smith Payne Lone Peak, LLC",,,PROPOSED,75,Applications 2026-0011-SP and 2026-0151-VAR. Contact: Paul Geilman (801) 576-6551. Rivian automotive facility development.,https://www.utah.gov/pmn/sitemap/notice/1091015.html,,pmn,2026-06-29T12:38:02.015906Z,,,,
pmn_1091015_item1,Draper,Planning Commission,2026-06-25,City Initiated Corner Lots Text Amendment to DCMC Titles 9 and 17,nan,0.9,GENERAL_PLAN_AMENDMENT,City-initiated text amendments to clarify the definition of corner lot and its application to certain properties in Draper City Municipal Code.,,,,,,,PROPOSED,25,Application 2026-0145-TA. Contact: Todd Taylor (801) 576-6510. Clarification of corner lot definitions affecting multiple properties.,https://www.utah.gov/pmn/sitemap/notice/1091015.html,,pmn,2026-06-29T12:38:02.015906Z,,,,
pmn_1091015_item2,Draper,Planning Commission,2026-06-25,Adamo Zoning Map Amendment for approximately 1.08 acres at 265 E. 13275 S.,nan,0.9,REZONE,Zoning map amendment request for approximately 1.08 acres. Applicants are Michael and Tori Adamo.,"265 E. 13275 S., Draper, UT",1.08,,Michael and Tori Adamo,,,PROPOSED,35,Application 2026-0097-MA. Contact: Nick Whittaker (801) 576-6522.,https://www.utah.gov/pmn/sitemap/notice/1091015.html,,pmn,2026-06-29T12:38:02.015906Z,40.5104681,-111.882951,nominatim,0.75
pmn_1091015_item3,Draper,Planning Commission,2026-06-25,Solid Construction Land Use Map and Zoning Map Amendment Requests at 273,nan,0.9,REZONE,"Land Use Map Amendment and Zoning Map Amendment requests for approximately 0.31 acres. Applicant is JLF Ventures, LLC, represented by Morgan Lovato.","273, Draper, UT",0.31,,"JLF Ventures, LLC",,,PROPOSED,30,Application incomplete in source document. Contact information not provided in excerpt.,https://www.utah.gov/pmn/sitemap/notice/1091015.html,,pmn,2026-06-29T12:38:02.015906Z,40.5328137,-111.8850116,nominatim,0.75
pmn_1091683_item0,Draper,City Council,2026-07-07,City-initiated text amendment to clarify corner lot definitions in DCMC Titles 9 and 17,nan,0.9,GENERAL_PLAN_AMENDMENT,Draper City initiated request to amend text portions of Draper City Municipal Code Titles 9 and 17 to clarify the definition of corner lots and how the definition is applied to certain properties.,,,,,,,PROPOSED,25,"City-initiated code clarification affecting corner lot regulations. Public hearing scheduled for July 7, 2026 at 7:00 p.m. at Draper City Hall. This is a procedural/regulatory matter rather than a specific development proposal.",https://www.utah.gov/pmn/sitemap/notice/1091683.html,,pmn,2026-06-29T12:38:02.017038Z,,,,
pmn_1091687_item0,Draper,City Council,2026-07-07,Kuwahara Nursery Land Use Map Amendment and Rezone from CO1 to RM2 with 21-unit residential development,nan,0.9,REZONE,Request to amend Land Use Map from Commercial Office/Service to Residential High-Density and rezone property from CO1 (Professional Office) to RM2 (Multiple-Family Residential) zone. Development Agreement approval requested for construction of 21 detached single-family dwellings.,"762 W. 12300 S., Draper, UT",,21,,CO1,RM2,PROPOSED,72,"Public hearing scheduled for July 7, 2026 at 7:00 p.m. before Draper City Council. Change from office use to residential high-density with detached single-family product. Contact Todd Draper at (801) 576-6335 for additional information.",https://www.utah.gov/pmn/sitemap/notice/1091687.html,,pmn,2026-06-29T12:38:02.017035Z,40.5460966,-111.9082494,nominatim,0.75
pmn_1091691_item0,Draper,City Council,2026-07-07,Rohr D-ADU Text Amendment Request - Chapter 9-31 Detached Accessory Dwelling Unit Standards,nan,0.9,GENERAL_PLAN_AMENDMENT,Amendment to Draper City Municipal Code Chapter 9-31 to alter the standards under which an existing detached accessory structure may be converted into a Detached Accessory Dwelling Unit (D-ADU),,,,Rohr,,,PROPOSED,35,"Applicant Rohr is requesting text amendment to municipal code to make it easier to convert existing detached accessory structures to D-ADUs. Public hearing scheduled for July 7, 2026 at 7:00 p.m. at Draper City Hall.",https://www.utah.gov/pmn/sitemap/notice/1091691.html,,pmn,2026-06-29T12:38:02.017031Z,,,,
pmn_1091647_item0,Draper,Planning Commission,2026-07-09,Zoning Map Amendment at 12430 S 700 East from RA1/RA2 to R4,nan,0.9,REZONE,"Rezone request to change property from RA1 (Residential Agricultural, 40,000 sq. ft. minimum lot size) and RA2 (Residential Agricultural, 20,000 sq. ft. minimum lot size) to R4 (Single Family Residential, 10,000 sq. ft. minimum lot size). This represents a densification allowing smaller lots and more residential units on the parcel.","12430 S 700 East, Draper, UT",,,,RA1/RA2,R4,PROPOSED,65,"Public hearing scheduled for July 9, 2026 at 6:30 p.m. before Draper City Planning Commission. Zoning change enables higher density single-family residential development with reduced minimum lot sizes from 20,000-40,000 sq. ft. to 10,000 sq. ft.",https://www.utah.gov/pmn/sitemap/notice/1091647.html,,pmn,2026-06-29T12:38:02.015891Z,40.5245776,-111.8714948,nominatim,0.75
